line,categories,string
1280,CombatStats;Functions,autoSpawnText4
1282,CombatStats,lockedHpText4
1283,Economy;Functions,lockedRewardText4
1284,Bosses;Functions,shadowSupremeChanceText
1285,Bosses,alienRectTransform
1286,Bosses,bossAvailablePanel5
1287,Bosses,bossLockedPanel5
1288,CombatStats,hpText5
1289,CombatStats,hpReductionStatText5
1290,CombatStats,hpButton5
1291,Economy;CombatStats;Functions,hpButtonCost5
1292,CombatStats,hpButtonMaxCover5
1293,Economy;Functions,rewardText5
1294,CombatStats;Functions,spawnButton5
1295,CombatStats;Functions,spawnButtonTitle5
1296,Economy;CombatStats;Functions,spawnButtonCost5
1300,CombatStats;Functions,autoSpawnText5
1302,CombatStats,lockedHpText5
1303,Economy;Functions,lockedRewardText5
1304,Bosses;Functions,alienSupremeChanceText
1305,Bosses,ultimusRectTransform
1306,Bosses,bossAvailablePanel6
1307,Bosses,bossLockedPanel6
1308,CombatStats,hpText6
1309,CombatStats;Functions,spawnsText6
1310,CombatStats;Functions,spawnsSlider6
1311,CombatStats;Functions,spawnsSliderText
1312,Bosses,ultimusTokens1
1313,CombatStats;Functions,spawnButton6_a
1314,CombatStats;Functions,spawnButtonTitle6_a
1315,Economy;CombatStats;Functions,spawnButtonCost6_a
1316,CombatStats;Functions,spawnButtonIcon6_a
1317,CombatStats;Functions,spawnButtonCover6_a
1318,CombatStats;Functions,spawnButtonCoverText6_a
1319,Bosses,ultimusTokens2
1320,CombatStats;Functions,spawnButton6_b
1321,CombatStats;Functions,spawnButtonTitle6_b
1322,Economy;CombatStats;Functions,spawnButtonCost6_b
1323,CombatStats;Functions,spawnButtonIcon6_b
1324,CombatStats;Functions,spawnButtonCover6_b
1325,CombatStats;Functions,spawnButtonCoverText6_b
1326,Bosses,ultimusTokens3
1327,CombatStats;Functions,spawnButton6_c
1328,CombatStats;Functions,spawnButtonTitle6_c
1329,Economy;CombatStats;Functions,spawnButtonCost6_c
1330,CombatStats;Functions,spawnButtonIcon6_c
1331,CombatStats;Functions,spawnButtonCover6_c
1332,CombatStats;Functions,spawnButtonCoverText6_c
1333,CombatStats,lockedHpText6
1334,Economy;Functions,lockedRewardText6
1335,Bosses,supUltimusPanel
1336,Bosses;Economy;Functions,supUltimusRewardText
1337,Bosses;CombatStats;Functions,supUltimusSpawnButton
1338,Bosses;CombatStats;Functions,supUltimusSpawnButtonTitle
1339,Bosses;Economy;CombatStats;Functions,supUltimusSpawnButtonCost
1340,Bosses;CombatStats;Functions,supUltimusSpawnButtonIcon
1341,Bosses;CombatStats;Functions,supUltimusSpawnButtonCover
1342,Bosses;CombatStats;Functions,supUltimusSpawnButtonCoverText
1343,Bosses;Progression,supUltimusWaveLockedCover
1345,Bosses,listBossInfoPanels
1346,Bosses;CombatStats,infoSupAlienHp
1347,Bosses;CombatStats,infoSupUltimusHp
1349,Bosses,BossPanelSidePanel
1354,Progression;Functions,updWaveChanges
1355,Functions,updFastChanges
1356,CombatStats;Functions,updKillableHp
1360,Economy,expandedPanel
1361,Economy,expandedContent
1362,Economy;CombatStats;Functions,didMoveHpRectsForGoldenChance
1363,Bosses;CombatStats,goblinHpRectTransform
1364,Bosses;CombatStats,goblinHpText
1365,Bosses,goblinResAmount
1366,Bosses,goblinResDesc
1367,Bosses;CombatStats;Functions,goblinSpawnButtonText
1368,Bosses,goblinNaCover
1369,Bosses,goblinNaCoverText
1370,Bosses;CombatStats,producerHpRectTransform
1371,Bosses;CombatStats,producerHpText
1372,Bosses,producerResAmount
1373,Bosses,producerResDesc
1374,Bosses;CombatStats;Functions,producerSpawnButtonText
1375,Bosses,producerNaCover
1376,Bosses,producerNaCoverText
1377,Bosses;CombatStats,trainerHpRectTransform
1378,Bosses;CombatStats,trainerHpText
1379,Bosses,trainerResAmount
1380,Bosses,trainerResDesc
1381,Bosses;CombatStats;Functions,trainerSpawnButtonText
1382,Bosses,trainerNaCover
1383,Bosses,trainerNaCoverText
1384,Bosses,shadowLockedPanel
1385,Bosses,shadowLockedRect
1386,Bosses;CombatStats,shadowLockedHpText
1387,Bosses;Economy;Functions,shadowLockedRewardText
1388,Bosses,shadowUnlockedPanel
1389,Bosses,shadowUnlockedRect
1390,Bosses;CombatStats,shadowHpText
1391,Bosses;CombatStats,shadowHpReductionButton
1392,Bosses;CombatStats,shadowHpReductionButtonTitle
1393,Bosses;Economy;CombatStats;Functions,shadowHpReductionButtonCost
1394,Bosses;CombatStats,shadowHpReductionMaxCover
1395,Bosses,shadowResAmount
1396,Bosses;CombatStats;Functions,shadowContinueSpawnCheckbox
1397,Bosses;CombatStats;Functions,shadowContinueSpawnCheckmark
1398,Bosses;CombatStats;Functions,shadowSpawnButton
1399,Bosses;CombatStats;Functions,shadowSpawnButtonTitle
1400,Bosses;Economy;CombatStats;Functions,shadowSpawnButtonCost
1401,Bosses,shadowNaCover
1402,Bosses,shadowNaCoverText
1403,Bosses;Economy;Functions,didExpandShadowForSupremeChance
1404,Bosses,alienLockedPanel
1405,Bosses,alienLockedRect
1406,Bosses;CombatStats,alienLockedHpText
1407,Bosses;Economy;Functions,alienLockedRewardText
1408,Bosses,alienUnlockedPanel
1409,Bosses,alienUnlockedRect
1410,Bosses;CombatStats,alienHpText
1411,Bosses;CombatStats,alienHpReductionButton
1412,Bosses;CombatStats,alienHpReductionButtonTitle
1413,Bosses;Economy;CombatStats;Functions,alienHpReductionButtonCost
1414,Bosses;CombatStats,alienHpReductionMaxCover
1415,Bosses,alienResAmount
1416,Bosses;CombatStats;Functions,alienContinueSpawnCheckbox
1417,Bosses;CombatStats;Functions,alienContinueSpawnCheckmark
1418,Bosses;CombatStats;Functions,alienSpawnButton
1419,Bosses;CombatStats;Functions,alienSpawnButtonTitle
1420,Bosses;Economy;CombatStats;Functions,alienSpawnButtonCost
1421,Bosses,alienNaCover
1422,Bosses,alienNaCoverText
1423,Bosses;Economy;Functions,didExpandAlienForSupremeChance
1424,Bosses,ultimusLockedPanel
1425,Bosses,ultimusLockedRect
1426,Bosses;CombatStats,ultimusLockedHpText
1427,Bosses;Economy;Functions,ultimusLockedRewardText
1428,Bosses,ultimusUnlockedPanel
1429,Bosses,ultimusUnlockedRect
1430,Bosses;CombatStats,ultimusHpText
1431,Bosses;CombatStats;Functions,ultimusSpawnsSlider
1432,Bosses;CombatStats;Functions,ultimusSpawnsCurrentText
1433,Bosses;CombatStats;Functions,ultimusSpawnsCooldownText
1434,Bosses,ultimusResAmount
1435,Bosses;Heroes;CombatStats;Functions,ultimusMeleeSpawnButton
1436,Bosses;Heroes;CombatStats;Functions,ultimusMeleeSpawnButtonTitle
1437,Bosses;Heroes;Economy;CombatStats;Functions,ultimusMeleeSpawnButtonCost
1438,Bosses;Heroes,ultimusMeleeNaCover
1439,Bosses;Heroes,ultimusMeleeNaCoverText
1440,Bosses;Heroes;CombatStats;Functions,ultimusMageSpawnButton
1441,Bosses;Heroes;CombatStats;Functions,ultimusMageSpawnButtonTitle
1442,Bosses;Heroes;Economy;CombatStats;Functions,ultimusMageSpawnButtonCost
1443,Bosses;Heroes,ultimusMageNaCover
1444,Bosses;Heroes,ultimusMageNaCoverText
1445,Bosses;Heroes;CombatStats;Functions,ultimusRangeSpawnButton
1446,Bosses;Heroes;CombatStats;Functions,ultimusRangeSpawnButtonTitle
1447,Bosses;Heroes;Economy;CombatStats;Functions,ultimusRangeSpawnButtonCost
1448,Bosses;Heroes;CombatStats,ultimusRangeNaCover
1449,Bosses;Heroes;CombatStats,ultimusRangeNaCoverText
1450,Bosses,ultimusSupremePanel
1451,Bosses;CombatStats;Functions,ultimusSupremeSpawnButton
1452,Bosses;CombatStats;Functions,ultimusSupremeSpawnButtonTitle
1453,Bosses;Economy;CombatStats;Functions,ultimusSupremeSpawnButtonCost
1454,Bosses,ultimusSupremeNaCover
1455,Bosses,ultimusSupremeNaCoverText
1456,Bosses;Economy;Functions,didExpandUltimusForSupremeChance
1458,Bosses;CombatStats,minGoblinHpText
1459,Bosses,minGoblinResAmount
1460,Bosses;CombatStats;Functions,minGoblinSpawnButtonText
1461,Bosses,minGoblinNaCover
1462,Bosses,minGoblinNaCoverText
1463,Bosses;CombatStats,minProducerHpText
1464,Bosses,minProducerResAmount
1465,Bosses;CombatStats;Functions,minProducerSpawnButtonText
1466,Bosses,minProducerNaCover
1467,Bosses,minProducerNaCoverText
1468,Bosses;CombatStats,minTrainerHpText
1469,Bosses,minTrainerResAmount
1470,Bosses;CombatStats;Functions,minTrainerSpawnButtonText
1471,Bosses,minTrainerNaCover
1472,Bosses,minTrainerNaCoverText
1473,Bosses;CombatStats,minShadowHpText
1474,Bosses,minShadowResAmount
1475,Bosses;CombatStats;Functions,minShadowContinueSpawnCheckbox
1476,Bosses;CombatStats;Functions,minShadowContinueSpawnCheckmark
1477,Bosses;CombatStats;Functions,minShadowSpawnButton
1478,Bosses;CombatStats;Functions,minShadowSpawnButtonTitle
1479,Bosses;Economy;CombatStats;Functions,minShadowSpawnButtonCost
1480,Bosses,minShadowNaCover
1481,Bosses,minShadowNaCoverText
1482,Bosses;Progression,minShadowWaveLockedCover
1483,Bosses;CombatStats,minAlienHpText
1484,Bosses,minAlienResAmount
1485,Bosses;CombatStats;Functions,minAlienContinueSpawnCheckbox
1486,Bosses;CombatStats;Functions,minAlienContinueSpawnCheckmark
1487,Bosses;CombatStats;Functions,minAlienSpawnButton
1488,Bosses;CombatStats;Functions,minAlienSpawnButtonTitle
1489,Bosses;Economy;CombatStats;Functions,minAlienSpawnButtonCost
1490,Bosses,minAlienNaCover
1491,Bosses,minAlienNaCoverText
1492,Bosses;Progression,minAlienWaveLockedCover
1493,Bosses;CombatStats;Functions,minUltimusSpawnsSlider
1494,Bosses;CombatStats;Functions,minUltimusSpawnsCurrentText
1495,Bosses;CombatStats;Functions,minUltimusSpawnsCooldownText
1496,Bosses;CombatStats,minUltimusHpText
1497,Bosses,minUltimusResAmount
1498,Bosses;Progression,minUltimusWaveLockedCover
1499,Bosses;Heroes;CombatStats;Functions,minUltimusMeleeSpawnButton
1500,Bosses;Heroes;CombatStats;Functions,minUltimusMeleeSpawnButtonTitle
1501,Bosses;Heroes;Economy;CombatStats;Functions,minUltimusMeleeSpawnButtonCost
1502,Bosses;Heroes,minUltimusMeleeNaCover
1503,Bosses;Heroes,minUltimusMeleeNaCoverText
1504,Bosses;Heroes;CombatStats;Functions,minUltimusMageSpawnButton
1505,Bosses;Heroes;CombatStats;Functions,minUltimusMageSpawnButtonTitle
1506,Bosses;Heroes;Economy;CombatStats;Functions,minUltimusMageSpawnButtonCost
1507,Bosses;Heroes,minUltimusMageNaCover
1508,Bosses;Heroes,minUltimusMageNaCoverText
1509,Bosses;Heroes;CombatStats;Functions,minUltimusRangeSpawnButton
1510,Bosses;Heroes;CombatStats;Functions,minUltimusRangeSpawnButtonTitle
1511,Bosses;Heroes;Economy;CombatStats;Functions,minUltimusRangeSpawnButtonCost
1512,Bosses;Heroes;CombatStats,minUltimusRangeNaCover
1513,Bosses;Heroes;CombatStats,minUltimusRangeNaCoverText
1514,Bosses;CombatStats,minUltimusSupremeHpText
1515,Bosses,minUltimusSupremeResAmount
1516,Bosses;CombatStats;Functions,minUltimusSupremeSpawnButton
1517,Bosses;CombatStats;Functions,minUltimusSupremeSpawnButtonTitle
1518,Bosses;Economy;CombatStats;Functions,minUltimusSupremeSpawnButtonCost
1519,Bosses,minUltimusSupremeNaCover
1520,Bosses,minUltimusSupremeNaCoverText
1521,Bosses;Progression,minUltimusSupremeWaveLockedCover
1522,Progression,savedHighestWave
1530,Economy,goldTextFree
1531,Economy,energyTextFree
1532,Progression,runeTextFree
1533,Economy,gemTextFree
1537,Economy;Functions,goldRewardFree
1538,Economy;Functions,energyRewardFree
1539,Economy;Functions,gemRewardFree
1540,Progression;Economy;Functions,runeRewardFree
1542,Economy,goldTextPremium
1543,Economy,energyTextPremium
1544,Progression,runeTextPremium
1545,Economy,gemTextPremium
1549,Economy;Functions,goldRewardPremium
1550,Economy;Functions,energyRewardPremium
1551,Economy;Functions,gemRewardPremium
1552,Progression;Economy;Functions,runeRewardPremium
1559,Economy;Functions,codeListRewards
1565,Economy;Functions,codeResultListRewards
1572,Functions,codeAlreadyMovedPanels
1574,Economy;Functions,nextRewardText
1580,CombatStats,scrollSpeed
1589,Functions,getDecompressedString
1603,Progression,doDateCheck
1620,Progression,onWaveNum
1621,Bosses,isBossRushActive
1622,CombatStats,gameSpeed
1623,CombatStats,gameSpeedNormal
1624,CombatStats,strongDmgType
1625,CombatStats,weakDmgType
1626,Progression,paidToContinueWave
1627,Progression,lastPrestigeWave
1629,Progression,lastDateCheck
1635,Economy,resGold
1636,Economy,resGold_big
1637,Economy,resEnergy
1638,Economy,resEnergy_double
1639,Economy,resGems
1640,Progression,resPrestigePoints
1641,Progression,resPrestigePoints_big
1642,Progression;CombatStats,resTechPts
1643,Bosses;Progression,resTechSupremePts
1649,Bosses,resTokensSupreme
1651,Progression,resMasteryPoints
1659,Heroes;CombatStats,iapDamage
1660,Economy,iapKillGold
1661,Progression;Economy,iapPrestigePower
1662,Economy,iapKillExp
1663,CombatStats,iapGameSpeed
1664,Progression;Economy,iapBattlepassExp
1665,Economy,iapGems1
1666,Economy,iapGems2
1667,Economy,iapGems3
1668,Economy,iapGems4
1669,Economy,iapGems5
1673,Progression,iapBattlepassPremium
1675,Bosses,iapPvpBossBoost
1676,Bosses,iapPvpBossBoostPerm
1686,Progression,iapMasterySmallPack
1687,Progression,iapMasteryLargePack
1688,Progression,iapMasteryPermBundle
1710,Heroes,listHeroDataPrefabs
1711,Heroes,listHeroDataActive
1712,Heroes,listHeroDataRemoved
1713,CombatStats,baseEnemyHp
1714,CombatStats,baseEnemyHp_big
1715,Progression;CombatStats,savedEnemyHpBeginningOfWave
1716,Progression;CombatStats,savedEnemyHpBeginningOfWave_big
1718,Bosses,producerCd
1719,Bosses,trainerCd
1720,Progression,runesToClaim
1721,Bosses;Progression;CombatStats,runeBossHp
1722,Bosses;Progression;CombatStats,runeBossHp_big
1723,Bosses;Progression;CombatStats,techBossHp
1724,Bosses;Progression;CombatStats,techBossHp_big
1725,Bosses;CombatStats;Functions,ultimusSpawns
1726,Bosses,ultimusCd
1727,Bosses;Progression,supremeRunesToClaim
1728,Bosses;Progression,supremeRunesToClaim2
1729,Bosses;Economy,mimicGemsToday
1730,Functions,playerLevel
1731,Economy,playerExp
1732,Progression,battlepassNormalClaimed
1733,Progression,battlepassPremiumClaimed
1734,Progression;Functions,battlepassNormalRepeatLastClaimLevel
1735,Progression;Functions,battlepassPremiumRepeatLastClaimLevel
1736,Heroes;CombatStats,bpDamage
1737,Economy,bpKillGold
1738,Progression;Economy,bpPrestigePower
1739,Economy,bpKillExp
1740,Economy,bpKillExp_double
1741,Economy,bpEnergyIncome
1744,Progression,tournHighestWave
1746,Economy;Functions,tournCanClaimReward
1747,Bosses,pvpBossLeague
1748,Bosses,pvpBossJoined
1749,Bosses,pvpBossVersionId
1750,Bosses;CombatStats;Functions,pvpBossSpawns
1751,Bosses;Economy;Functions,pvpBossCanClaimReward
1752,Bosses,pvpBossUploadScoreSuccess
1753,Bosses;Heroes;CombatStats,pvpBossTrackedDamage_last
1754,Bosses;CombatStats,pvpBossTrackedAttacks_last
1755,Bosses,pvpBossTrackedDuration_last
1756,Bosses;CombatStats,pvpBossTrackedNormalCrits_last
1757,Bosses;CombatStats,pvpBossTrackedSuperCrits_last
1758,Bosses;CombatStats,pvpBossTrackedUltraCrits_last
1759,Bosses;Heroes;CombatStats,pvpBossTrackedDamage_bestCurr
1760,Bosses;CombatStats,pvpBossTrackedAttacks_bestCurr
1761,Bosses,pvpBossTrackedDuration_bestCurr
1762,Bosses;CombatStats,pvpBossTrackedNormalCrits_bestCurr
1763,Bosses;CombatStats,pvpBossTrackedSuperCrits_bestCurr
1764,Bosses;CombatStats,pvpBossTrackedUltraCrits_bestCurr
1775,Heroes;CombatStats;Functions,communityEventDamageBonus
1776,Economy;Functions,communityEventGoldBonus
1777,Progression;Functions,communityEventPrestigeBonus
1778,Economy;Functions,communityEventEnergyBonus
1786,CombatStats,taskMasterPermDmg
1787,Economy,taskMasterPermGold
1788,Progression,taskMasterPermPrestige
1789,Economy,taskMasterPermExp
1790,Economy,taskMasterPermEnergy
1797,Heroes;CombatStats,giftcodeDamage
1798,Economy,giftcodeKillGold
1799,Economy,giftcodeEnergy
1800,Progression,giftcodePrestige
1801,Economy,giftcodeKillExp
1811,Heroes;CombatStats,map1Perks_range
1814,CombatStats;Functions,map1Perks_instantSkillChance
1815,CombatStats,map1Perks_skillPowerPct
1816,Functions,map1Perks_doubleShotChance
1817,Heroes;Progression;Economy;CombatStats,map1Perks_masteryExpRange
1818,Progression;CombatStats,map1Perks_masterySkillPower
1820,Heroes;CombatStats,map1Slots_damage
1821,CombatStats,map1Slots_attSpeed
1822,Heroes;CombatStats,map1Slots_range
1823,Economy,map1Slots_gold
1824,Progression;Economy;Functions,map1Slots_rankExpPct
1825,CombatStats,map1Slots_skillPowerPct
1826,CombatStats;Functions,map1Slots_instantSkillChance
1827,Functions,map1Slots_synergyBonus
1828,Progression;Functions,map1Slots_milestoneBonus
1829,Progression;Economy;Functions,map1Slots_mastery2xExpChance
1832,CombatStats,map2Perks_enemyMoveSpeed
1835,CombatStats;Functions,map2Perks_instantSpellChance
1836,Functions,map2Perks_adBonus
1837,Progression;WavePerks,map2Perks_wavePerkEffect
1838,Heroes;Progression;Economy,map2Perks_masteryExpMage
1839,Progression;CombatStats,map2Perks_masterySkillPower
1841,Heroes;CombatStats,map2Slots_damage
1842,CombatStats,map2Slots_attSpeed
1843,Heroes;CombatStats,map2Slots_range
1844,Economy,map2Slots_gold
1845,Progression;Economy;Functions,map2Slots_rankExpPct
1846,CombatStats,map2Slots_skillPowerPct
1847,CombatStats;Functions,map2Slots_instantSkillChance
1848,Functions,map2Slots_synergyBonus
1849,Progression;Functions,map2Slots_milestoneBonus
1850,Progression;Economy;Functions,map2Slots_mastery2xExpChance
1853,Heroes;CombatStats,map3Perks_range
1854,Progression;Economy;Functions,map3Perks_rankExpPct
